Quiz,Operators,Amount of Ans
14467,"＋, －",120
14478,"＋, －",120
14489,"＋, －",120
14555,"＋, －",60
14557,"＋, －",60
14566,"＋, －",120
14568,"＋, －",120
14577,"＋, －",120
14579,"＋, －",120
14588,"＋, －",120
14599,"＋, －",120
14667,"＋, －",60
14669,"＋, －",60
14678,"＋, －",120
14689,"＋, －",120
14779,"＋, －",60
15556,"＋, －",60
15567,"＋, －",120
15578,"＋, －",120
15589,"＋, －",120
15666,"＋, －",60
15668,"＋, －",60
15677,"＋, －",120
15679,"＋, －",120
15688,"＋, －",120
15699,"＋, －",120
15778,"＋, －",60
15789,"＋, －",120
16667,"＋, －",60
16678,"＋, －",120
16689,"＋, －",120
16777,"＋, －",60
16779,"＋, －",60
16788,"＋, －",120
16799,"＋, －",120
16889,"＋, －",60
17778,"＋, －",60
17789,"＋, －",120
17888,"＋, －",60
17899,"＋, －",120
18889,"＋, －",60
18999,"＋, －",60
22224,"＋, －",20
22228,"＋, －",5
22233,"＋, －",10
22235,"＋, －",60
22239,"＋, －",20
22246,"＋, －",60
22257,"＋, －",60
22268,"＋, －",60
22279,"＋, －",60
22334,"＋, －",60
22336,"＋, －",60
22345,"＋, －",60
22347,"＋, －",120
22356,"＋, －",60
22358,"＋, －",120
22367,"＋, －",60
22369,"＋, －",120
22378,"＋, －",60
22389,"＋, －",60
22444,"＋, －",30
22448,"＋, －",60
22455,"＋, －",60
22459,"＋, －",120
22466,"＋, －",60
22477,"＋, －",60
22488,"＋, －",60
22499,"＋, －",60
22556,"＋, －",30
22567,"＋, －",60
22578,"＋, －",60
22589,"＋, －",60
22668,"＋, －",30
22679,"＋, －",60
23335,"＋, －",60
23337,"＋, －",20
23344,"＋, －",30
23346,"＋, －",120
23348,"＋, －",60
23357,"＋, －",120
23359,"＋, －",60
23368,"＋, －",120
23379,"＋, －",120
23445,"＋, －",120
23447,"＋, －",60
23449,"＋, －",60
23456,"＋, －",120
23458,"＋, －",120
23467,"＋, －",120
23469,"＋, －",120
23478,"＋, －",120
23489,"＋, －",120
23555,"＋, －",60
23559,"＋, －",60
23566,"＋, －",120
23577,"＋, －",120
23588,"＋, －",120
23599,"＋, －",120
23667,"＋, －",60
23678,"＋, －",120
23689,"＋, －",120
23779,"＋, －",60
24446,"＋, －",60
24455,"＋, －",30
24457,"＋, －",120
24468,"＋, －",120
24479,"＋, －",120
24556,"＋, －",120
24558,"＋, －",60
24567,"＋, －",120
24569,"＋, －",120
24578,"＋, －",120
24589,"＋, －",120
24666,"＋, －",60
24677,"＋, －",120
24688,"＋, －",120
24699,"＋, －",120
24778,"＋, －",60
24789,"＋, －",120
25557,"＋, －",60
25566,"＋, －",30
25568,"＋, －",120
25579,"＋, －",120
25667,"＋, －",120
25669,"＋, －",60
25678,"＋, －",120
25689,"＋, －",120
25777,"＋, －",60
25788,"＋, －",120
25799,"＋, －",120
25889,"＋, －",60
26668,"＋, －",60
26677,"＋, －",30
26679,"＋, －",120
26778,"＋, －",120
26789,"＋, －",120
26888,"＋, －",60
26899,"＋, －",120
27779,"＋, －",60
27788,"＋, －",30
27889,"＋, －",120
27999,"＋, －",60
28899,"＋, －",30
33336,"＋, －",20
33345,"＋, －",20
33347,"＋, －",60
33358,"＋, －",60
33369,"＋, －",60
33446,"＋, －",60
33448,"＋, －",60
33455,"＋, －",30
33457,"＋, －",60
33459,"＋, －",120
33468,"＋, －",60
33479,"＋, －",60
33556,"＋, －",60
33567,"＋, －",60
33578,"＋, －",60
33589,"＋, －",60
33666,"＋, －",30
33677,"＋, －",60
33688,"＋, －",60
33699,"＋, －",60
33778,"＋, －",30
33789,"＋, －",60
34447,"＋, －",60
34449,"＋, －",20
34456,"＋, －",60
34458,"＋, －",120
34469,"＋, －",120
34557,"＋, －",120
34559,"＋, －",60
34566,"＋, －",60
34568,"＋, －",120
34579,"＋, －",120
34667,"＋, －",120
34678,"＋, －",120
34689,"＋, －",120
34777,"＋, －",60
34788,"＋, －",120
34799,"＋, －",120
34889,"＋, －",60
35558,"＋, －",60
35567,"＋, －",60
35569,"＋, －",120
35668,"＋, －",120
35677,"＋, －",60
35679,"＋, －",120
35778,"＋, －",120
35789,"＋, －",120
35888,"＋, －",60
35899,"＋, －",120
36669,"＋, －",60
36678,"＋, －",60
36779,"＋, －",120
36788,"＋, －",60
36889,"＋, －",120
36999,"＋, －",60
37789,"＋, －",60
37899,"＋, －",60
44448,"＋, －",20
44457,"＋, －",20
44459,"＋, －",60
44466,"＋, －",10
44558,"＋, －",60
44567,"＋, －",60
44569,"＋, －",60
44668,"＋, －",60
44677,"＋, －",30
44679,"＋, －",60
44778,"＋, －",60
44789,"＋, －",60
44888,"＋, －",30
44899,"＋, －",60
45559,"＋, －",60
45568,"＋, －",60
45577,"＋, －",30
45669,"＋, －",120
45678,"＋, －",120
45779,"＋, －",120
45788,"＋, －",60
45889,"＋, －",120
45999,"＋, －",60
46679,"＋, －",60
46688,"＋, －",30
46789,"＋, －",120
46899,"＋, －",60
47799,"＋, －",30
55569,"＋, －",20
55578,"＋, －",20
55679,"＋, －",60
55688,"＋, －",30
55789,"＋, －",60
55899,"＋, －",30
56689,"＋, －",60
56799,"＋, －",60
66699,"＋, －",10
00000,"＋, ×",16
00001,"＋, ×",52
00002,"＋, ×",52
00003,"＋, ×",52
00004,"＋, ×",52
00005,"＋, ×",52
00006,"＋, ×",52
00007,"＋, ×",52
00008,"＋, ×",52
00009,"＋, ×",52
00011,"＋, ×",61
00012,"＋, ×",122
00013,"＋, ×",122
00014,"＋, ×",122
00015,"＋, ×",122
00016,"＋, ×",122
00017,"＋, ×",122
00018,"＋, ×",122
00019,"＋, ×",122
00022,"＋, ×",61
00023,"＋, ×",122
00024,"＋, ×",122
00025,"＋, ×",122
00026,"＋, ×",122
00027,"＋, ×",122
00028,"＋, ×",122
00029,"＋, ×",122
00033,"＋, ×",61
00034,"＋, ×",122
00035,"＋, ×",122
00036,"＋, ×",122
00037,"＋, ×",122
00038,"＋, ×",122
00039,"＋, ×",122
00044,"＋, ×",61
00045,"＋, ×",122
00046,"＋, ×",122
00047,"＋, ×",122
00048,"＋, ×",122
00049,"＋, ×",122
00055,"＋, ×",61
00056,"＋, ×",122
00057,"＋, ×",122
00058,"＋, ×",122
00059,"＋, ×",122
00066,"＋, ×",61
00067,"＋, ×",122
00068,"＋, ×",122
00069,"＋, ×",122
00077,"＋, ×",61
00078,"＋, ×",122
00079,"＋, ×",122
00088,"＋, ×",61
00089,"＋, ×",122
00099,"＋, ×",61
00111,"＋, ×",30
00112,"＋, ×",90
00113,"＋, ×",90
00114,"＋, ×",90
00115,"＋, ×",90
00116,"＋, ×",90
00117,"＋, ×",90
00118,"＋, ×",90
00119,"＋, ×",90
00122,"＋, ×",90
00123,"＋, ×",180
00124,"＋, ×",180
00125,"＋, ×",180
00126,"＋, ×",180
00127,"＋, ×",180
00128,"＋, ×",180
00129,"＋, ×",180
00133,"＋, ×",90
00134,"＋, ×",180
00135,"＋, ×",180
00136,"＋, ×",180
00137,"＋, ×",180
00138,"＋, ×",180
00139,"＋, ×",180
00144,"＋, ×",90
00145,"＋, ×",180
00146,"＋, ×",180
00147,"＋, ×",180
00148,"＋, ×",180
00149,"＋, ×",180
00155,"＋, ×",90
00156,"＋, ×",180
00157,"＋, ×",180
00158,"＋, ×",180
00159,"＋, ×",180
00166,"＋, ×",90
00167,"＋, ×",180
00168,"＋, ×",180
00169,"＋, ×",180
00177,"＋, ×",90
00178,"＋, ×",180
00179,"＋, ×",180
00188,"＋, ×",90
00189,"＋, ×",180
00199,"＋, ×",90
00222,"＋, ×",30
00223,"＋, ×",90
00224,"＋, ×",90
00225,"＋, ×",90
00226,"＋, ×",90
00227,"＋, ×",90
00228,"＋, ×",90
00229,"＋, ×",90
00233,"＋, ×",90
00234,"＋, ×",180
00235,"＋, ×",180
00236,"＋, ×",180
00237,"＋, ×",180
00238,"＋, ×",180
00239,"＋, ×",180
00244,"＋, ×",90
00245,"＋, ×",180
00246,"＋, ×",180
00247,"＋, ×",180
00248,"＋, ×",180
00249,"＋, ×",180
00255,"＋, ×",90
00256,"＋, ×",180
00257,"＋, ×",180
00258,"＋, ×",180
00259,"＋, ×",180
00266,"＋, ×",90
00267,"＋, ×",180
00268,"＋, ×",180
00269,"＋, ×",180
00277,"＋, ×",90
00278,"＋, ×",180
00279,"＋, ×",180
00288,"＋, ×",90
00289,"＋, ×",180
00299,"＋, ×",90
00333,"＋, ×",30
00334,"＋, ×",90
00335,"＋, ×",90
00336,"＋, ×",90
00337,"＋, ×",90
00338,"＋, ×",90
00339,"＋, ×",90
00344,"＋, ×",90
00345,"＋, ×",180
00346,"＋, ×",180
00347,"＋, ×",180
00348,"＋, ×",180
00349,"＋, ×",180
00355,"＋, ×",90
00356,"＋, ×",180
00357,"＋, ×",180
00358,"＋, ×",180
00359,"＋, ×",180
00366,"＋, ×",90
00367,"＋, ×",180
00368,"＋, ×",180
00369,"＋, ×",180
00377,"＋, ×",90
00378,"＋, ×",180
00379,"＋, ×",180
00388,"＋, ×",90
00389,"＋, ×",180
00399,"＋, ×",90
00444,"＋, ×",30
00445,"＋, ×",90
00446,"＋, ×",90
00447,"＋, ×",90
00448,"＋, ×",90
00449,"＋, ×",90
00455,"＋, ×",90
00456,"＋, ×",180
00457,"＋, ×",180
00458,"＋, ×",180
00459,"＋, ×",180
00466,"＋, ×",90
00467,"＋, ×",180
00468,"＋, ×",180
00469,"＋, ×",180
00477,"＋, ×",90
00478,"＋, ×",180
00479,"＋, ×",180
00488,"＋, ×",90
00489,"＋, ×",180
00499,"＋, ×",90
00555,"＋, ×",30
00556,"＋, ×",90
00557,"＋, ×",90
00558,"＋, ×",90
00559,"＋, ×",90
00566,"＋, ×",90
00567,"＋, ×",180
00568,"＋, ×",180
00569,"＋, ×",180
00577,"＋, ×",90
00578,"＋, ×",180
00579,"＋, ×",180
00588,"＋, ×",90
00589,"＋, ×",180
00599,"＋, ×",90
00666,"＋, ×",30
00667,"＋, ×",90
00668,"＋, ×",90
00669,"＋, ×",90
00677,"＋, ×",90
00678,"＋, ×",180
00679,"＋, ×",180
00688,"＋, ×",90
00689,"＋, ×",180
00699,"＋, ×",90
00777,"＋, ×",30
00778,"＋, ×",90
00779,"＋, ×",90
00788,"＋, ×",90
00789,"＋, ×",180
00799,"＋, ×",90
00888,"＋, ×",30
00889,"＋, ×",90
00899,"＋, ×",90
00999,"＋, ×",30
01111,"＋, ×",5
01112,"＋, ×",20
01113,"＋, ×",20
01114,"＋, ×",20
01115,"＋, ×",20
01116,"＋, ×",20
01117,"＋, ×",20
01118,"＋, ×",20
01119,"＋, ×",20
01122,"＋, ×",30
01123,"＋, ×",60
01124,"＋, ×",60
01125,"＋, ×",60
01126,"＋, ×",60
01127,"＋, ×",60
01128,"＋, ×",60
01129,"＋, ×",60
01133,"＋, ×",30
01134,"＋, ×",60
01135,"＋, ×",60
01136,"＋, ×",60
01137,"＋, ×",60
01138,"＋, ×",60
01139,"＋, ×",60
01144,"＋, ×",30
01145,"＋, ×",60
01146,"＋, ×",60
01147,"＋, ×",60
01148,"＋, ×",60
01149,"＋, ×",60
01155,"＋, ×",30
01156,"＋, ×",60
01157,"＋, ×",60
01158,"＋, ×",60
01159,"＋, ×",60
01166,"＋, ×",30
01167,"＋, ×",60
01168,"＋, ×",60
01169,"＋, ×",60
01177,"＋, ×",30
01178,"＋, ×",60
01179,"＋, ×",60
01188,"＋, ×",30
01189,"＋, ×",60
01199,"＋, ×",30
01222,"＋, ×",20
01223,"＋, ×",60
01224,"＋, ×",60
01225,"＋, ×",60
01226,"＋, ×",60
01227,"＋, ×",60
01228,"＋, ×",60
01229,"＋, ×",60
01233,"＋, ×",60
01234,"＋, ×",120
01235,"＋, ×",120
01236,"＋, ×",120
01237,"＋, ×",120
01238,"＋, ×",120
01239,"＋, ×",120
01244,"＋, ×",60
01245,"＋, ×",120
01246,"＋, ×",120
01247,"＋, ×",120
01248,"＋, ×",120
01249,"＋, ×",120
01255,"＋, ×",60
01256,"＋, ×",120
01257,"＋, ×",120
01258,"＋, ×",120
01259,"＋, ×",120
01266,"＋, ×",60
01267,"＋, ×",120
01268,"＋, ×",120
01269,"＋, ×",120
01277,"＋, ×",60
01278,"＋, ×",120
01279,"＋, ×",120
01288,"＋, ×",60
01289,"＋, ×",120
01299,"＋, ×",60
01333,"＋, ×",20
01334,"＋, ×",60
01335,"＋, ×",60
01336,"＋, ×",60
01337,"＋, ×",60
01338,"＋, ×",60
01339,"＋, ×",60
01344,"＋, ×",60
01345,"＋, ×",120
01346,"＋, ×",120
01347,"＋, ×",120
01348,"＋, ×",120
01349,"＋, ×",120
01355,"＋, ×",60
01356,"＋, ×",120
01357,"＋, ×",120
01358,"＋, ×",120
01359,"＋, ×",120
01366,"＋, ×",60
01367,"＋, ×",120
01368,"＋, ×",120
01369,"＋, ×",120
01377,"＋, ×",60
01378,"＋, ×",120
01379,"＋, ×",120
01388,"＋, ×",60
01389,"＋, ×",120
01399,"＋, ×",60
01444,"＋, ×",20
01445,"＋, ×",60
01446,"＋, ×",60
01447,"＋, ×",60
01448,"＋, ×",60
01449,"＋, ×",60
01455,"＋, ×",60
01456,"＋, ×",120
01457,"＋, ×",120
01458,"＋, ×",120
01459,"＋, ×",120
01466,"＋, ×",60
01467,"＋, ×",120
01468,"＋, ×",120
01469,"＋, ×",120
01477,"＋, ×",60
01478,"＋, ×",120
01479,"＋, ×",120
01488,"＋, ×",60
01489,"＋, ×",120
01499,"＋, ×",60
01555,"＋, ×",20
01556,"＋, ×",60
01557,"＋, ×",60
01558,"＋, ×",60
01559,"＋, ×",60
01566,"＋, ×",60
01567,"＋, ×",120
01568,"＋, ×",120
01569,"＋, ×",120
01577,"＋, ×",60
01578,"＋, ×",120
01579,"＋, ×",120
01588,"＋, ×",60
01589,"＋, ×",120
01599,"＋, ×",60
01666,"＋, ×",20
01667,"＋, ×",60
01668,"＋, ×",60
01669,"＋, ×",60
01677,"＋, ×",60
01678,"＋, ×",120
01679,"＋, ×",120
01688,"＋, ×",60
01689,"＋, ×",120
01699,"＋, ×",60
01777,"＋, ×",20
01778,"＋, ×",60
01779,"＋, ×",60
01788,"＋, ×",60
01789,"＋, ×",120
01799,"＋, ×",60
01888,"＋, ×",20
01889,"＋, ×",60
01899,"＋, ×",60
01999,"＋, ×",20
02222,"＋, ×",5
02223,"＋, ×",20
02224,"＋, ×",20
02225,"＋, ×",20
02226,"＋, ×",20
02227,"＋, ×",20
02228,"＋, ×",20
02229,"＋, ×",20
02233,"＋, ×",30
02234,"＋, ×",60
02235,"＋, ×",60
02236,"＋, ×",60
02237,"＋, ×",60
02238,"＋, ×",60
02239,"＋, ×",60
02244,"＋, ×",30
02245,"＋, ×",60
02246,"＋, ×",60
02247,"＋, ×",60
02248,"＋, ×",60
02249,"＋, ×",60
02255,"＋, ×",30
02256,"＋, ×",60
02257,"＋, ×",60
02258,"＋, ×",60
02259,"＋, ×",60
02266,"＋, ×",30
02267,"＋, ×",60
02268,"＋, ×",60
02269,"＋, ×",60
02277,"＋, ×",30
02278,"＋, ×",60
02279,"＋, ×",60
02288,"＋, ×",30
02289,"＋, ×",60
02299,"＋, ×",30
02333,"＋, ×",20
02334,"＋, ×",60
02335,"＋, ×",60
02336,"＋, ×",60
02337,"＋, ×",60
02338,"＋, ×",60
02339,"＋, ×",60
02344,"＋, ×",60
02345,"＋, ×",120
02346,"＋, ×",120
02347,"＋, ×",120
02348,"＋, ×",120
02349,"＋, ×",120
02355,"＋, ×",60
02356,"＋, ×",120
02357,"＋, ×",120
02358,"＋, ×",120
02359,"＋, ×",120
02366,"＋, ×",60
02367,"＋, ×",120
02368,"＋, ×",120
02369,"＋, ×",120
02377,"＋, ×",60
02378,"＋, ×",120
02379,"＋, ×",120
02388,"＋, ×",60
02389,"＋, ×",120
02399,"＋, ×",60
02444,"＋, ×",20
02445,"＋, ×",60
02446,"＋, ×",60
02447,"＋, ×",60
02448,"＋, ×",60
02449,"＋, ×",60
02455,"＋, ×",60
02456,"＋, ×",120
02457,"＋, ×",120
02458,"＋, ×",120
02459,"＋, ×",120
02466,"＋, ×",60
02467,"＋, ×",120
02468,"＋, ×",120
02469,"＋, ×",120
02477,"＋, ×",60
02478,"＋, ×",120
02479,"＋, ×",120
02488,"＋, ×",60
02489,"＋, ×",120
02499,"＋, ×",60
02555,"＋, ×",20
02556,"＋, ×",60
02557,"＋, ×",60
02558,"＋, ×",60
02559,"＋, ×",60
02566,"＋, ×",60
02567,"＋, ×",120
02568,"＋, ×",120
02569,"＋, ×",120
02577,"＋, ×",60
02578,"＋, ×",120
02579,"＋, ×",120
02588,"＋, ×",60
02589,"＋, ×",120
02599,"＋, ×",60
02666,"＋, ×",20
02667,"＋, ×",60
02668,"＋, ×",60
02669,"＋, ×",60
02677,"＋, ×",60
02678,"＋, ×",120
02679,"＋, ×",120
02688,"＋, ×",60
02689,"＋, ×",120
02699,"＋, ×",60
02777,"＋, ×",20
02778,"＋, ×",60
02779,"＋, ×",60
02788,"＋, ×",60
02789,"＋, ×",120
02799,"＋, ×",60
02888,"＋, ×",20
02889,"＋, ×",60
02899,"＋, ×",60
02999,"＋, ×",20
03333,"＋, ×",5
03334,"＋, ×",20
03335,"＋, ×",20
03336,"＋, ×",20
03337,"＋, ×",20
03338,"＋, ×",20
03339,"＋, ×",20
03344,"＋, ×",30
03345,"＋, ×",60
03346,"＋, ×",60
03347,"＋, ×",60
03348,"＋, ×",60
03349,"＋, ×",60
03355,"＋, ×",30
03356,"＋, ×",60
03357,"＋, ×",60
03358,"＋, ×",60
03359,"＋, ×",60
03366,"＋, ×",30
03367,"＋, ×",60
03368,"＋, ×",60
03369,"＋, ×",60
03377,"＋, ×",30
03378,"＋, ×",60
03379,"＋, ×",60
03388,"＋, ×",30
03389,"＋, ×",60
03399,"＋, ×",30
03444,"＋, ×",20
03445,"＋, ×",60
03446,"＋, ×",60
03447,"＋, ×",60
03448,"＋, ×",60
03449,"＋, ×",60
03455,"＋, ×",60
03456,"＋, ×",120
03457,"＋, ×",120
03458,"＋, ×",120
03459,"＋, ×",120
03466,"＋, ×",60
03467,"＋, ×",120
03468,"＋, ×",120
03469,"＋, ×",120
03477,"＋, ×",60
03478,"＋, ×",120
03479,"＋, ×",120
03488,"＋, ×",60
03489,"＋, ×",120
03499,"＋, ×",60
03555,"＋, ×",20
03556,"＋, ×",60
03557,"＋, ×",60
03558,"＋, ×",60
03559,"＋, ×",60
03566,"＋, ×",60
03567,"＋, ×",120
03568,"＋, ×",120
03569,"＋, ×",120
03577,"＋, ×",60
03578,"＋, ×",120
03579,"＋, ×",120
03588,"＋, ×",60
03589,"＋, ×",120
03599,"＋, ×",60
03666,"＋, ×",20
03667,"＋, ×",60
03668,"＋, ×",60
03669,"＋, ×",60
03677,"＋, ×",60
03678,"＋, ×",120
03679,"＋, ×",120
03688,"＋, ×",60
03689,"＋, ×",120
03699,"＋, ×",60
03777,"＋, ×",20
03778,"＋, ×",60
03779,"＋, ×",60
03788,"＋, ×",60
03789,"＋, ×",120
03799,"＋, ×",60
03888,"＋, ×",20
03889,"＋, ×",60
03899,"＋, ×",60
03999,"＋, ×",20
04444,"＋, ×",5
04445,"＋, ×",20
04446,"＋, ×",20
04447,"＋, ×",20
04448,"＋, ×",20
04449,"＋, ×",20
04455,"＋, ×",30
04456,"＋, ×",60
04457,"＋, ×",60
04458,"＋, ×",60
04459,"＋, ×",60
04466,"＋, ×",30
04467,"＋, ×",60
04468,"＋, ×",60
04469,"＋, ×",60
04477,"＋, ×",30
04478,"＋, ×",60
04479,"＋, ×",60
04488,"＋, ×",30
04489,"＋, ×",60
04499,"＋, ×",30
04555,"＋, ×",20
04556,"＋, ×",60
04557,"＋, ×",60
04558,"＋, ×",60
04559,"＋, ×",60
04566,"＋, ×",60
04567,"＋, ×",120
04568,"＋, ×",120
04569,"＋, ×",120
04577,"＋, ×",60
04578,"＋, ×",120
04579,"＋, ×",120
04588,"＋, ×",60
04589,"＋, ×",120
04599,"＋, ×",60
04666,"＋, ×",20
04667,"＋, ×",60
04668,"＋, ×",60
04669,"＋, ×",60
04677,"＋, ×",60
04678,"＋, ×",120
04679,"＋, ×",120
04688,"＋, ×",60
04689,"＋, ×",120
04699,"＋, ×",60
04777,"＋, ×",20
04778,"＋, ×",60
04779,"＋, ×",60
04788,"＋, ×",60
04789,"＋, ×",120
04799,"＋, ×",60
04888,"＋, ×",20
04889,"＋, ×",60
04899,"＋, ×",60
04999,"＋, ×",20
05555,"＋, ×",5
05556,"＋, ×",20
05557,"＋, ×",20
05558,"＋, ×",20
05559,"＋, ×",20
05566,"＋, ×",30
05567,"＋, ×",60
05568,"＋, ×",60
05569,"＋, ×",60
05577,"＋, ×",30
05578,"＋, ×",60
05579,"＋, ×",60
05588,"＋, ×",30
05589,"＋, ×",60
05599,"＋, ×",30
05666,"＋, ×",20
05667,"＋, ×",60
05668,"＋, ×",60
05669,"＋, ×",60
05677,"＋, ×",60
05678,"＋, ×",120
05679,"＋, ×",120
05688,"＋, ×",60
05689,"＋, ×",120
05699,"＋, ×",60
05777,"＋, ×",20
05778,"＋, ×",60
05779,"＋, ×",60
05788,"＋, ×",60
05789,"＋, ×",120
05799,"＋, ×",60
05888,"＋, ×",20
05889,"＋, ×",60
05899,"＋, ×",60
05999,"＋, ×",20
06666,"＋, ×",5
06667,"＋, ×",20
06668,"＋, ×",20
06669,"＋, ×",20
06677,"＋, ×",30
06678,"＋, ×",60
06679,"＋, ×",60
06688,"＋, ×",30
06689,"＋, ×",60
06699,"＋, ×",30
06777,"＋, ×",20
06778,"＋, ×",60
06779,"＋, ×",60
06788,"＋, ×",60
06789,"＋, ×",120
06799,"＋, ×",60
